country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
BRA,Brazil,Wal-Mart Morumbi,1.08,-23.5438,-46.6264,Oil,,,,,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Walmart Big Brusque,1.04,-27.1207,-48.9002,Oil,,,,2011,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Walmart Santa Maria,1,-29.6802,-53.7975,Oil,,,,2013,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Walter Rossi (Antiga Antas II),15.782,-21.7472,-46.6028,Hydro,,,,1998,,,Agência Nacional de Energia Elétrica (Brazil),42.2
BRA,Brazil,Wasser Kraft,1.4,-26.4464,-53.405,Hydro,,,,2009,,,Agência Nacional de Energia Elétrica (Brazil),4.62
BRA,Brazil,West Shopping,3.264,-22.9028,-43.2075,Oil,,,,2010,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Willy Faller,1,-27.7904,-51.001,Hydro,,,,2017,,,Agência Nacional de Energia Elétrica (Brazil),1.66
BRA,Brazil,Xangri-lá,27.675,-29.7767,-50.0736,Wind,,,,2014,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Xavante,4.95,-8.175,-35.3889,Wind,,,,2010,,,Agência Nacional de Energia Elétrica (Brazil),12.91
BRA,Brazil,Xavantina,6.075,-27.0264,-52.3753,Hydro,,,,2015,,,Agência Nacional de Energia Elétrica (Brazil),20.41
BRA,Brazil,Xavier,6,-22.1911,-42.5264,Hydro,,,,,,,Agência Nacional de Energia Elétrica (Brazil),13.9
BRA,Brazil,Xicão,1.808,-21.9189,-45.4781,Hydro,,,,,,,Agência Nacional de Energia Elétrica (Brazil),3.84
BRA,Brazil,Xingó,3162,-9.6209,-37.7924,Hydro,,,,1994,,,Agência Nacional de Energia Elétrica (Brazil),11872.97
BRA,Brazil,YAMADA CIDADE NOVA,1.23265,-1.3524,-48.3897,Oil,,,,2008,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,YAMADA PLAZA CASTANHAL,2.392,-1.2935,-47.928,Oil,,,,2010,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,YAMADA PÁTIO BELÉM,1.025,-1.4532,-48.4853,Oil,,,,2007,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,YOKI,2.748,-22.2413,-45.9494,Oil,,,,2011,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,YOKI ALIMENTOS,1.65,-22.226,-45.9269,Oil,,,,,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,YPE I,3.65,-22.7146,-46.7761,Oil,,,,2015,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Yuni GTIS Leopoldo Green,2.055,-23.5838,-46.6705,Gas,,,,,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Zanin,16,-21.8553,-48.175,Biomass,,,,1983,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Zanotti Pacatuba,1.524,-3.8908,-38.5928,Oil,,,,2012,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Zé Tunin,8,-21.315,-42.9446,Hydro,,,,2012,,,Agência Nacional de Energia Elétrica (Brazil),30.2
BRA,Brazil,benedito,1,-24.5125,-51.774,Hydro,,,,1980,,,Agência Nacional de Energia Elétrica (Brazil),1.74
BRA,Brazil,cooperativa regional agropecuaria sul catarinense - coopersulca,1.0944,-19.2986,-49.6505,Oil,,,,2014,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,promold,1.5,-28.9118,-49.6516,Oil,,,,2015,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Água Benta,1,-26.0044,-51.092,Hydro,,,,,,,Agência Nacional de Energia Elétrica (Brazil),1.66
BRA,Brazil,Água Bonita,17,-22.7371,-50.5881,Biomass,,,,2006,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Água Limpa,2.76,-20.7441,-49.7095,Biomass,,,,2000,,,Agência Nacional de Energia Elétrica (Brazil),
BRA,Brazil,Água Limpa,14,-11.6922,-46.705,Hydro,,,,2010,,,Agência Nacional de Energia Elétrica (Brazil),46.31
BRA,Brazil,Água Santa,1,-26.0089,-51.057,Hydro,,,,1950,,,Agência Nacional de Energia Elétrica (Brazil),1.66
BRA,Brazil,Água Vermelha (Antiga José Ermírio de Moraes),1396.2,-19.8511,-50.3456,Hydro,,,,1978,,,Agência Nacional de Energia Elétrica (Brazil),5134.35
BRA,Brazil,Ângelo Cassol,3.6,-11.93,-62.1008,Hydro,,,,2011,,,Agência Nacional de Energia Elétrica (Brazil),14.3
BRA,Brazil,Índio Condá,2.9,-27.1382,-52.7004,Hydro,,,,2015,,,Agência Nacional de Energia Elétrica (Brazil),8.93
BRN,Brunei Darussalam,Berakas CCGT Power Plant Brunei,102,4.9707,114.9303,Gas,,,,,,,GEODB,
BRN,Brunei Darussalam,Bukit Panggal CCGT Power Station Brunei,110,4.8282,114.7461,Gas,,,,,,,GEODB,
BRN,Brunei Darussalam,Gadong 2 Power Plant Brunei Darussalam,128,4.9111,114.9103,Gas,,,,,,,GEODB,
BRN,Brunei Darussalam,Lumut Cogen Power Station Brunei,246,4.6654,114.4646,Gas,,,,,,,GEODB,
BGR,Bulgaria,AES Galabovo,670,42.1573,25.9084,Coal,,,,2011,AES,,GCPT,
BGR,Bulgaria,Bezmer,10,42.463,26.408,Solar,,,,,,,Wiki-Solar,15.72
BGR,Bulgaria,Bobov Dol power station,630,42.2855,23.0342,Coal,,,,1974,Energia MK,,GCPT,
BGR,Bulgaria,Brikel power station,240,42.1551,25.9072,Coal,,,,1961,Brikel EAD,,WRI,
BGR,Bulgaria,Cherganovo,29.3,42.588,25.484,Solar,,,,,,,Wiki-Solar,44.15
BGR,Bulgaria,Chervenako,4,42.632,26.037,Solar,,,,,,,Wiki-Solar,5.98
BGR,Bulgaria,Deven power station,174,43.1964,27.6327,Coal,,,,2009,Deven AD,,GCPT,
BGR,Bulgaria,Devnya,4.8,43.2072,27.6054,Solar,,,,,,,Wiki-Solar,8.16
BGR,Bulgaria,Hadjidimovo,11,41.508,23.796,Solar,,,,,,,Wiki-Solar,17.44
BGR,Bulgaria,Hanovo,4.5,42.396,26.526,Solar,,,,,,,Wiki-Solar,6.56
BGR,Bulgaria,IVAILOVGRAD,114,41.5839,26.1075,Hydro,,,,,,,WRI,227.91
BGR,Bulgaria,KARDZHALI,110,41.6334,25.3381,Hydro,,,,,,,WRI,190.88
BGR,Bulgaria,KOZLODUY,2000,43.7438,23.7723,Nuclear,,,,,,,WRI,
BGR,Bulgaria,Kalipetrovo,3.9,44.0587,27.2568,Solar,,,,,,,Wiki-Solar,6.16
BGR,Bulgaria,Karadzhalovo,50,42.105,25.322,Solar,,,,,,,Wiki-Solar,77.29
BGR,Bulgaria,Karlovo,4.9,42.581,24.803,Solar,,,,,,,Wiki-Solar,7.26
BGR,Bulgaria,Kolarovo,5.9,44.035,26.908,Solar,,,,,,,Wiki-Solar,9.97
BGR,Bulgaria,Letnitsa,11,43.308,25.032,Solar,,,,,,,Wiki-Solar,18.38
BGR,Bulgaria,MOMINA KLISU,120,42.232,23.9494,Hydro,,,,,,,WRI,220.05
BGR,Bulgaria,Maritsa 3 power station,120,42.0519,25.6231,Coal,,,,1971,TEC Maritsa 3 AD,,GCPT,
BGR,Bulgaria,Maritsa Itzok-2 power station,1602,42.2541,26.134,Coal,,,,1979,TEC Maritsa Iztok 2 EAD,,GCPT,
BGR,Bulgaria,Maritsa Itzok-3 power station,908,42.145,26.0025,Coal,,,,1980,Contour Global Maritsa Iztok 3 AD,,GCPT,
BGR,Bulgaria,Mokresh,4.1,43.7491,23.3858,Solar,,,,,,,Wiki-Solar,6.31
BGR,Bulgaria,Montan-Renar,7,44.107,27.174,Solar,,,,,,,Wiki-Solar,11.98
BGR,Bulgaria,PESHTERA,135,42.0132,24.2574,Hydro,,,,,,,WRI,246.94
BGR,Bulgaria,PSBELMEKEN,375,42.1996,23.8586,Hydro,,,,,,,WRI,632.62
BGR,Bulgaria,PSCHAIRA GEN,864,42.1603,23.8612,Hydro,,,,,,,WRI,1876.64
BGR,Bulgaria,Palauzovo,5,42.516,26.755,Solar,,,,,,,Wiki-Solar,8.02
BGR,Bulgaria,Pobeda,50.6,43.519,24.546,Solar,,,,,,,Wiki-Solar,82.12
BGR,Bulgaria,RUSE,180,43.8662,26.0093,Coal,,,,,,,WRI,
BGR,Bulgaria,Republika power station,105,42.6064,23.0784,Coal,,,,1951,Toplofikacia Pernik Ead,,WRI,
BGR,Bulgaria,SESTRIMO,240,42.2083,23.9158,Hydro,,,,,,,WRI,413.68
BGR,Bulgaria,SVETI NIKOLA,156,43.4229,28.376,Wind,,,,,,,WRI,
BGR,Bulgaria,Skobelevo,5,42.4673,26.361,Solar,,,,,,,Wiki-Solar,8.04
BGR,Bulgaria,Solsbor,10,42.32,24.301,Solar,,,,,,,Wiki-Solar,15.58
BGR,Bulgaria,TOPLO RUSE,110,42.2569,26.136,Coal,,,,,,,WRI,
BGR,Bulgaria,Vidin Works power station,120,43.9484,22.8509,Coal,,,,1970,Vidachim,,GCPT,
BGR,Bulgaria,Vilo,3.9,44.042,27.016,Solar,,,,,,,Wiki-Solar,6.21
BGR,Bulgaria,Vratsa,18,43.242,23.544,Solar,,,,,,,Wiki-Solar,28.66
BGR,Bulgaria,Vratsa N,5,43.2466,23.5397,Solar,,,,,,,Wiki-Solar,7.9
BGR,Bulgaria,Yambol,10,42.473,26.454,Solar,,,,,,,Wiki-Solar,15.21
BGR,Bulgaria,Yerusalimovo,5.1,41.865,26.095,Solar,,,,,,,Wiki-Solar,8.21
BGR,Bulgaria,Zdravets,16.2,42.125,25.635,Solar,,,,,,,Wiki-Solar,26.5
BFA,Burkina Faso,Bagre,16,11.475,-0.546,Hydro,,,,,Société Nationale d'électricité du Burkina Faso,,Power Africa,42.8
BFA,Burkina Faso,Bobo,23.846,11.2,-4.3,Oil,,,,,Société Nationale d'électricité du Burkina Faso,,Power Africa,
BFA,Burkina Faso,Essakane,19.9,14.364,0.078,Solar,,,,,,,Wiki-Solar,42.19
BFA,Burkina Faso,Kompienga,14,11.07,0.7,Hydro,,,,,Société Nationale d'électricité du Burkina Faso,,Power Africa,38.52
BFA,Burkina Faso,Kossodo,64,12.3703,-1.5247,Oil,,,,,Société Nationale d'électricité du Burkina Faso,,Power Africa,
BFA,Burkina Faso,Ouaga,58.56,12.3703,-1.5247,Oil,,,,,Société Nationale d'électricité du Burkina Faso,,Power Africa,
BFA,Burkina Faso,Zagtouli,33,12.307,-1.637,Solar,,,,,,,Wiki-Solar,76.67
BDI,Burundi,Kabu,20,-2.89,29.12,Hydro,,,,,,,Power Africa,111.16
BDI,Burundi,Mpanda Burundi,10.4,-3.0833,29.3944,Hydro,,,,,,,Power Africa,22.89
BDI,Burundi,Mubuga GWG,7.6,-3.42,30.03,Solar,,,,,,,Wiki-Solar,16.94
BDI,Burundi,Rwegura,19.17,-2.9319,29.5194,Hydro,,,,,,,Power Africa,43.45
KHM,Cambodia,Angkor Biomass,2,11.5123,104.7165,Biomass,,,,2014,,,WRI,
KHM,Cambodia,Bavet,10,11.075,106.06,Solar,,,,,,,Wiki-Solar,16.97
KHM,Cambodia,Bavet A,3,11.0695,106.1144,Solar,,,,,,,Wiki-Solar,5.06
KHM,Cambodia,CMIP,9.8,10.6347,104.5243,Solar,,,,,,,Wiki-Solar,16.45
KHM,Cambodia,Kamchay,193,10.7041,104.1175,Hydro,,,,2011,,,WRI,329.89
KHM,Cambodia,Khmer Electric Power Diesel Power Plant,30,11.5238,104.873,Oil,,,,2005,Khmer Electrical Power Company Ltd.,,WRI,
KHM,Cambodia,Kirirom I,12,11.2377,104.0343,Hydro,,,,2002,,,WRI,24.5
KHM,Cambodia,Lower Russei Chrum,338,11.7818,103.0854,Hydro,,,,2014,,,WRI,411.46
KHM,Cambodia,MH Bio-Ethanol Distillery,23.2,11.7594,104.8242,Waste,,,,2014,,,WRI,
KHM,Cambodia,Phnom Penh Diesel,18.6,11.5904,104.9153,Oil,,,,1996,Electricité du Cambodge,,WRI,
KHM,Cambodia,Siang Phong,2,11.7946,105.8926,Waste,,,,2014,Siang Phong Agriculture Development Co,,WRI,
KHM,Cambodia,Sihanoukville CEL power station,100,10.7402,103.5808,Coal,,,,2014,Cambodian Energy Limited,,WRI,
KHM,Cambodia,Sihanoukville CIIDG power station,405,10.7326,103.5835,Coal,,,,2015,CIIDG Erdos Hongjun Electric Power Co.,,GCPT,
KHM,Cambodia,Sihanoukville Diesel,5,10.6124,103.6287,Oil,,,,1998,Electricité du Cambodge,,WRI,
KHM,Cambodia,Stung Atai,120,12.0752,103.1899,Hydro,,,,2013,,,WRI,187.25
KHM,Cambodia,Stung Tatai,246,11.6346,103.2612,Hydro,,,,2014,,,WRI,216
CMR,Cameroon,Bafoussam,10.62,5.4667,10.4167,Oil,,,,,,,Power Africa,
CMR,Cameroon,Douala Bassa,14.14,4.05,9.7,Oil,,,,,,,Power Africa,
CMR,Cameroon,Edea,154.2,3.8127,10.1278,Hydro,,,,,,,Power Africa,794.79
CMR,Cameroon,Garoua,16,9.3,13.4,Oil,,,,,,,Power Africa,
CMR,Cameroon,Kribi,200,3.01,9.96,Gas,,,,,,,Power Africa,
CMR,Cameroon,Lagdo,80,9.0594,13.6882,Hydro,,,,,,,Power Africa,313.81
CMR,Cameroon,Limbe,10.62,4.0167,9.2,Oil,,,,,,,Power Africa,
CMR,Cameroon,Song Loulou,396,4.078,10.4649,Hydro,,,,,,,Power Africa,1980.09
CAN,Canada,13th Side Road,9.5,42.855,-80.3607,Solar,,,,,Skypower Ltd / Sunedison,,Natural Resources Canada,12.98
CAN,Canada,Aberfeldie,24,49.4933,-115.3624,Hydro,,,,,BC Hydro,,Natural Resources Canada,75.54
CAN,Canada,Abitibi Canyon,349,49.8822,-81.567,Hydro,,,,,,,Natural Resources Canada,1405.59
CAN,Canada,Abénaquis,2.1,45.4052,-71.8932,Hydro,,,,,Ville de Sherbrooke /Hydro Sherbrooke,,Natural Resources Canada,9.22
CAN,Canada,Adam-Cunningham,7,48.6581,-71.1708,Hydro,,,,,Hydro Saguenay,,Natural Resources Canada,31.53
CAN,Canada,Adelaide,59.9,42.9877,-81.7068,Wind,,,,,Kerwood Wind  LP,,Natural Resources Canada,
CAN,Canada,Adelaide (Suncor),40,43.0184,-81.7392,Wind,,,,,Suncor Adelaide Wind LP,,Natural Resources Canada,
CAN,Canada,Adelaide 1,10,42.9585,-81.6708,Solar,,,,,Met Fiera Solar Adelaide 1 LP,,Natural Resources Canada,13.76
CAN,Canada,Aeolus,3,47.0368,-64.0051,Wind,,,,,PEI Energy Corp,,Natural Resources Canada,
CAN,Canada,Aguasabon,45,48.7867,-87.161,Hydro,,,,,,,Natural Resources Canada,161.47
CAN,Canada,Aishihik,37,61.0351,-137.0509,Hydro,,,,,,,Natural Resources Canada,117.47
CAN,Canada,Akolkolex,10,50.8227,-118.0295,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,32.05
CAN,Canada,AlPac Boyle,125,54.921,-112.8622,Biomass,,,,,APF Athabasca,,Natural Resources Canada,
CAN,Canada,Alderville 3,5,44.1939,-78.0946,Solar,,,,,Alderville Solar LP,,Natural Resources Canada,7.14
CAN,Canada,Alexander,69,49.1355,-88.358,Hydro,,,,,,,Natural Resources Canada,335.3
CAN,Canada,Alfred,10,45.54,-74.8878,Solar,,,,,2225228 Ontario Inc,,Natural Resources Canada,14.68
CAN,Canada,Algoma Cogeneration,63,49.5244,-84.3712,Gas,,,,2009,Essar Steel Algoma,,WRI,
CAN,Canada,Almonte,5,45.2258,-76.1981,Hydro,,,,,,,Natural Resources Canada,15.58
CAN,Canada,Amherst Community Wind Farm,6,45.83,-64.144,Wind,,,,,Natural Forces,,Natural Resources Canada,
CAN,Canada,Amherst I,31.5,45.8267,-64.2417,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Amherstburg Solar,10,42.1449,-83.0769,Solar,,,,,Ge Energy Financial (90%) / Fiera Axium Infrastructure (10%),,Natural Resources Canada,14.93
CAN,Canada,Amherstburg-1,20,42.1637,-83.0807,Solar,,,,,Capstone Infrastructure Corp,,Natural Resources Canada,30.42
CAN,Canada,Amherstburg-2,15,42.169,-83.0876,Solar,,,,,Enbridge,,Natural Resources Canada,22.81
CAN,Canada,Andrews,47,47.2386,-84.6461,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,173.45
CAN,Canada,Annacis Island Wwtp,3.2,49.1668,-122.9497,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Annapolis Tidal,20,44.753,-65.5119,Wave and Tidal,,,,,Nova Scotia Power Inc,,Natural Resources Canada,
CAN,Canada,Appleton,1.4,45.1829,-76.1267,Hydro,,,,,Canadian Hydro Developers  Inc,,Natural Resources Canada,4.59
CAN,Canada,Ardenville,69,49.583,-113.4351,Wind,,,,,TransAlta,,Natural Resources Canada,
CAN,Canada,Aria,9,44.629,-79.8493,Solar,,,,,Concord Aria Partnership,,Natural Resources Canada,11.93
CAN,Canada,Armow,180,44.2044,-81.4574,Wind,,,,,Sp Armow Wind Ontario LP,,Natural Resources Canada,
CAN,Canada,Armstrong Cogeneration,20,50.3922,-119.2259,Biomass,,,,,Tolko BC,,Natural Resources Canada,
CAN,Canada,Arnprior,82,45.4187,-76.347,Hydro,,,,,,,Natural Resources Canada,386.5
CAN,Canada,Arnprior Solar,23.4,45.4083,-76.275,Solar,,,,,EDF Energies Nouvelles,,Natural Resources Canada,34.8
CAN,Canada,Arrow Lakes,185,49.343,-117.7688,Hydro,,,,,Columbia Power (50%) / Columbia Basin Trust (50%),,Natural Resources Canada,876.77
CAN,Canada,Arthur,10,43.8478,-80.5152,Wind,,,,,Arthur Wind Farm Ltd Partnership,,Natural Resources Canada,
CAN,Canada,Ash River,28,49.3734,-125.1506,Hydro,,,,,BC Hydro,,Natural Resources Canada,93.3
CAN,Canada,Ashlu Creek,49.9,49.9143,-123.325,Hydro,,,,,Innergex Inc,,Natural Resources Canada,143.47
CAN,Canada,Atholville,21,47.9927,-66.7225,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Atikokan-G1,215,48.8381,-91.5708,Biomass,,,,,Ontario Power Generation Inc,,Natural Resources Canada,
CAN,Canada,Aubrey Falls,162,46.9095,-83.2129,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,511.5
CAN,Canada,Auburn,2,44.3235,-78.314,Hydro,,,,,,,Natural Resources Canada,10.31
CAN,Canada,Auld's Mountain,4.6,45.5949,-62.3745,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Aurora,85,50.65,-102.0843,Gas,,,,1999,Syncrude,,WRI,
CAN,Canada,Aurora,160,57.298,-111.506,Gas,,,,,Syncrude,,Natural Resources Canada,
CAN,Canada,Avon 1,4.6,44.8815,-64.2173,Hydro,,,,,,,Natural Resources Canada,8.71
CAN,Canada,Avon 2,3.5,44.8732,-64.2288,Hydro,,,,,,,Natural Resources Canada,6.64
CAN,Canada,Avondale Community Wind Park,1.6,45.633,-62.2784,Wind,,,,,Northumberland Wind Field Inc,,Natural Resources Canada,
CAN,Canada,Ayers-1,4.8,45.6367,-74.3605,Hydro,,,,,Ayers Limitée,,Natural Resources Canada,18.89
CAN,Canada,Ayers-2,1,45.6436,-74.3539,Hydro,,,,,Ayers Limitée,,Natural Resources Canada,3.99
CAN,Canada,Baddeck Community Wind Project,1.7,46.147,-60.6962,Wind,,,,,Scotian Wind Fields,,Natural Resources Canada,
CAN,Canada,Baie-des-Sables,109.5,48.7066,-67.8841,Wind,,,,,TransCanada Wind (72%) / Innergex Inc (38%),,Natural Resources Canada,
CAN,Canada,Balsam Lake,3,44.651,-78.7587,Solar,,,,,Balsam Lake LP,,Natural Resources Canada,4.04
CAN,Canada,Balzac,120,51.1912,-113.9424,Gas,,,,,Encana/Nexen,,Natural Resources Canada,
CAN,Canada,Barr Creek,4.4,49.9278,-126.7602,Hydro,,,,,Synex (80%) / Ehattesaht Tribe (20%),,Natural Resources Canada,10.08
CAN,Canada,Barrachois,4,46.1529,-60.4071,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Barrage-Larocque,10.6,45.4791,-71.9532,Hydro,,,,,Hydro Bromptonville Inc/Kruger,,Natural Resources Canada,41.68
CAN,Canada,Barrett Chute,176,45.2499,-76.759,Hydro,,,,,,,Natural Resources Canada,708.93
CAN,Canada,Barrier,13,51.0342,-115.0409,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,45.62
CAN,Canada,Barrington (Watts Wind II),3.2,43.5196,-65.6624,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Bassano,2,50.7807,-112.46,Solar,,,,,,,Natural Resources Canada,2.88
CAN,Canada,Batawa,5,44.1685,-77.5881,Hydro,,,,,Innergex Inc,,Natural Resources Canada,27.21
CAN,Canada,Bateston Wind Project,2.3,45.993,-59.9077,Wind,,,,,Celtic Current LP,,Natural Resources Canada,
CAN,Canada,Battle River,689,52.4685,-112.1339,Coal,,,,,ATCO Power,,Natural Resources Canada,
CAN,Canada,Bay D'espoir,604,47.9901,-55.7997,Hydro,,,,,,,Natural Resources Canada,1438.4
CAN,Canada,Bayside Power,290,45.2753,-66.0263,Gas,,,,,Emera Energy,,Natural Resources Canada,
CAN,Canada,Beamlight,10,44.2588,-79.293,Solar,,,,,Beamlight LP,,Natural Resources Canada,13.22
CAN,Canada,Bear Mountain,102,55.7041,-120.4264,Wind,,,,,Bear Mountain Wind LP,,Natural Resources Canada,
CAN,Canada,Beare Road LFG,5,43.8233,-79.1639,Biomass,,,,,E. S. Fox Ltd,,Natural Resources Canada,
CAN,Canada,Bearspaw,17,51.1012,-114.2823,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,76.82
CAN,Canada,Beauharnois,1877,45.3141,-73.9088,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,4968.38
CAN,Canada,Beaumont,270,47.5561,-72.8362,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,1005.69
CAN,Canada,Becker Cogeneration,15,49.2105,-84.6673,Biomass,,,,,1721027 Ontario Inc O/A Becker Cogeneration Plant,,Natural Resources Canada,
CAN,Canada,Beechwood,112,46.5428,-67.6687,Hydro,,,,,,,Natural Resources Canada,476.03
CAN,Canada,Belding,1.6,45.146,-71.8078,Hydro,,,,,Ville de Coaticook,,Natural Resources Canada,5.13
CAN,Canada,Belle-Rivière,1,48.4417,-71.7389,Hydro,,,,,La Société d'Énergie Belle-Rivière Inc,,Natural Resources Canada,2.83
CAN,Canada,Belledune,467,47.9073,-65.863,Coal,,,,,,,Natural Resources Canada,
CAN,Canada,Belleterre,2.2,47.5739,-78.5576,Hydro,,,,,Algonquin Power,,Natural Resources Canada,9.34
CAN,Canada,Belleville TS Demorestville,10,44.0652,-77.2579,Solar,,,,,Sune Demorestville LP,,Natural Resources Canada,14.23
CAN,Canada,Belly River,3,49.315,-113.5743,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,10.98
CAN,Canada,Belmont,20,42.8913,-81.1134,Solar,,,,,Ge Energy Financial (90%) / Fiera Axium Infrastructure (10%),,Natural Resources Canada,28.7
CAN,Canada,Bensfort Road LFG,1.6,44.2271,-78.2873,Biomass,,,,,Lfg Power Corp,,Natural Resources Canada,
CAN,Canada,Bersimis-1,1178,49.2947,-69.5514,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,4713.69
CAN,Canada,Bersimis-2,869,49.1754,-69.2263,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,3389.29
CAN,Canada,Big Beaver Falls,5.5,49.2998,-82.5273,Hydro,,,,,Amik-Bbf Hydrokap LP,,Natural Resources Canada,24.56
CAN,Canada,Big Chute,10,44.8843,-79.6761,Hydro,,,,,,,Natural Resources Canada,53.61
CAN,Canada,Big Eddy,8,45.0206,-79.753,Hydro,,,,,,,Natural Resources Canada,43.18
CAN,Canada,Big Eddy Inco,27.6,46.3839,-81.5781,Hydro,,,,,Vale Canada Limited/Vale Canada Limi,,Natural Resources Canada,102.61
CAN,Canada,Big Falls,10.6,44.138,-64.9353,Hydro,,,,,,,Natural Resources Canada,42.82
CAN,Canada,Big Silver Creek,40.6,49.693,-121.8591,Hydro,,,,,Innergex Inc,,Natural Resources Canada,103.22
CAN,Canada,Bighorn,120,52.3081,-116.3245,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,363.17
CAN,Canada,Bingham Chute,1,46.0761,-79.3968,Hydro,,,,,,,Natural Resources Canada,4.46
CAN,Canada,Bird-1-2,4.8,46.7489,-71.7104,Hydro,,,,,Fiducie R.S.P. Hydro Inc/ Boralex Inc,,Natural Resources Canada,21.38
CAN,Canada,Bishops Falls,14.4,49.0154,-55.4722,Hydro,,,,,,,Natural Resources Canada,75.77
CAN,Canada,Bisnett Line,9,42.2787,-81.9917,Wind,,,,,Gengrowth,,Natural Resources Canada,
CAN,Canada,Black Bay 2,1,48.9428,-88.3141,Solar,,,,,2397995 Ontario Inc,,Natural Resources Canada,1.31
CAN,Canada,Black Pond,2,43.7516,-66.0204,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Blackspring Ridge,298.8,50.1525,-112.8226,Wind,,,,,EDF/Enbridge,,Natural Resources Canada,
CAN,Canada,Blue Trail,66,49.6687,-113.4522,Wind,,,,,TransAlta,,Natural Resources Canada,
CAN,Canada,Bluearth Little Creek,8.5,44.2044,-76.9251,Solar,,,,,Bluearth Renewables Inc,,Natural Resources Canada,11.15
CAN,Canada,Bluefish,7.5,62.6718,-114.2615,Hydro,,,,,,,Natural Resources Canada,22.85
CAN,Canada,Bluewater,59.2,43.4846,-81.6282,Wind,,,,,Varna Wind  LP,,Natural Resources Canada,
CAN,Canada,Bone Creek,19,52.2553,-119.1808,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,42.94
CAN,Canada,Bonnington Falls,16.2,49.4582,-117.4854,Hydro,,,,,Nelson Hydro,,Natural Resources Canada,91.9
CAN,Canada,Bornish,72.9,43.1128,-81.7024,Wind,,,,,Bornish Wind  LP,,Natural Resources Canada,
CAN,Canada,Boston Bar,9,49.8113,-121.4585,Hydro,,,,,Boston Bar LP,,Natural Resources Canada,40.99
CAN,Canada,Boulder Creek,25.3,50.635,-123.405,Hydro,,,,,Innergex Inc (66.7%) / Ledcor Power Group (33.3%),,Natural Resources Canada,64.71
CAN,Canada,Boundary Dam,672,49.0961,-103.0305,Coal,,,,,Saskatchewan Power Corp,,Natural Resources Canada,
CAN,Canada,Bow Lake,58.3,47.2214,-84.5235,Wind,,,,,Nodin Kitagan LP,,Natural Resources Canada,
CAN,Canada,Box Canyon,15,49.6006,-123.4267,Hydro,,,,,,,Natural Resources Canada,53.93
CAN,Canada,Box Springs,6,50.1004,-110.7276,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Bracebridge Falls,1.9,45.0388,-79.3086,Hydro,,,,,Bracebridge Generation Limited,,Natural Resources Canada,8.42
CAN,Canada,Brampton Biomass,15.1,43.697,-79.6825,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Brandon,385,49.8449,-99.8902,Gas,,,,,,,Natural Resources Canada,
CAN,Canada,Brandon,98,49.8453,-99.8918,Coal,,,,1958,Manitoba Hydro,,WRI,
CAN,Canada,Brandywine Creek,8,50.0579,-123.1312,Hydro,,,,,Run of River Power,,Natural Resources Canada,25.68
