"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","T-PASS-RL-TOT","Rail passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,541,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,3405,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,3282,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,3318,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,3338,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,3352,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,3478,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,3540,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,3778,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,4052,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,3876,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,3959,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,3882,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,4035,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,4053,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,3874,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,4113,"B","Break"
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,3868,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,4271,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,4534,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,4924,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,2820,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,2903,,
"FIN","Finland","T-PASS-RL-TOT","Rail passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,4572,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,176,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,133,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,98,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,92,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,94,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,94,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,105,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,109,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,148,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,154,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,155,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,145,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,99,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,80,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,80,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,178,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,83,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,59,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,64,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,62,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,25,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,25.348251,,
"MKD","North Macedonia","T-PASS-RL-TOT","Rail passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,45.922675,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,17722,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,15264,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,14349,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,13308,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,13893,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,10351,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,9968,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,9366,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,8188,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,7401,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,7578,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,7941,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,8977,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,8998,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,7796,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,7117,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,6428,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,6295,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,6215,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,6274,,
"BLR","Belarus","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,3741,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,1236,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,1047,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,954,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,809,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,821,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,713,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,684,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,687,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,583,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,522,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,522,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,541,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,540,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,612,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,453,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,509,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,438,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,377,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,347,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,285,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,157,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,191,,
"SRB","Serbia, Republic of","T-PASS-RL-TOT","Rail passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,426,,
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,189373,"B; E","Break; Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,187737,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,187875,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,192944,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,197895,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,201465,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,205289,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,209959,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,220343,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,226661,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,230461,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,229229,"B; E","Break; Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,228743,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,231117,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,236190,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,238150,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,250092,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,257610,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,262156,,
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,268491,,
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,232234,,
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,252807,"E","Estimated value"
"POL","Poland","T-PASS-RD-TOT","Road passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,263298,"E","Estimated value"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"LIE","Liechtenstein","T-PASS-RL-TOT","Rail passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,5537,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,5721,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,5754,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,5893,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,6074,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,6136,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,6274,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,6353,"B","Break"
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,6475,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,6367,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,6577,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,6890,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,7020,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,7076,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,6808,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,6808,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,6653,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,6623,,
"DNK","Denmark","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,6560,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,807481,"B","Break"
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,813276,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,808678,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,809307,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,815820,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,777968,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,779304,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,779713,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,778797,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,821618,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,800609,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,767772,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,680180,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,722138,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,745726,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,778858,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,806855,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,847598,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,825494,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,836722,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,519439,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,657691,,
"ITA","Italy","T-PASS-RD-TOT","Road passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,691651,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,125,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,138,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,123,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,105,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2004","2004","PKM","Passenger-kilometres","6","Millions",,,89,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2005","2005","PKM","Passenger-kilometres","6","Millions",,,73,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2006","2006","PKM","Passenger-kilometres","6","Millions",,,80,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2007","2007","PKM","Passenger-kilometres","6","Millions",,,51,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2008","2008","PKM","Passenger-kilometres","6","Millions",,,41,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2009","2009","PKM","Passenger-kilometres","6","Millions",,,32,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2010","2010","PKM","Passenger-kilometres","6","Millions",,,19,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2011","2011","PKM","Passenger-kilometres","6","Millions",,,18,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2012","2012","PKM","Passenger-kilometres","6","Millions",,,16,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2013","2013","PKM","Passenger-kilometres","6","Millions",,,12,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2014","2014","PKM","Passenger-kilometres","6","Millions",,,7.714,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2015","2015","PKM","Passenger-kilometres","6","Millions",,,6.99,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2016","2016","PKM","Passenger-kilometres","6","Millions",,,3.2,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2017","2017","PKM","Passenger-kilometres","6","Millions",,,2.4,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2018","2018","PKM","Passenger-kilometres","6","Millions",,,2.7,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2019","2019","PKM","Passenger-kilometres","6","Millions",,,2,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2020","2020","PKM","Passenger-kilometres","6","Millions",,,0.593,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2021","2021","PKM","Passenger-kilometres","6","Millions",,,0.812,,
"ALB","Albania","T-PASS-RL-TOT","Rail passenger transport","2022","2022","PKM","Passenger-kilometres","6","Millions",,,0.437,,
"IRL","Ireland","T-PASS-RL-TOT","Rail passenger transport","2000","2000","PKM","Passenger-kilometres","6","Millions",,,1389,,
"IRL","Ireland","T-PASS-RL-TOT","Rail passenger transport","2001","2001","PKM","Passenger-kilometres","6","Millions",,,1515,,
"IRL","Ireland","T-PASS-RL-TOT","Rail passenger transport","2002","2002","PKM","Passenger-kilometres","6","Millions",,,1628,,
"IRL","Ireland","T-PASS-RL-TOT","Rail passenger transport","2003","2003","PKM","Passenger-kilometres","6","Millions",,,1601,,
