Season,Episode,Character,Line
02,21,Marshall,"Oh, you know..."
02,21,Ted,In a bad way.
02,21,Ted,What happened to your shirt?
02,21,Ted,You gonna put another shirt on?
02,21,Marshall,What? What? Scooter's here? That guy's at my wedding?
02,21,Marshall,"Okay, you know what? I need some air. I think we should go for a walk, okay?"
02,21,Barney,It would cover up the problem. It's festive and it celebrates the heritage of this great nation.
02,21,Ted,"Okay, unless you actually have one in your car, stop suggesting authentic Native American headdress."
02,21,Marshall,"Oh, no."
02,21,Lily,"Oh, my God! Marshall..."
02,21,Marshall,"Lily, you're not supposed to see me."
02,21,Robin,"Holy crap, I don't think anyone's supposed to see you."
02,21,Lily,What happened? Did Amy do this to you?
02,21,Marshall,"Just the frosted tips. I did the rest. I'm sorry, baby. I've ruined the whole wedding, haven't I?"
02,21,Lily,"Oh, no, you didn't ruin the wedding, sweetie. It was already ruined. There's no flowers, no photographer. Oh, and Scooter's here, by the way."
02,21,Marshall,"Yeah, I know. I heard."
02,21,Lily,"My veil got thrashed, the harp player is in labor, and I'm not wearing my wedding underwear."
02,21,Marshall,"What? No ""Property of Marshall"" across the back? How are people going to know whose butt that is?"
02,21,Lily,"What happened? Remember the wedding we wanted, the intimate outdoor ceremony?"
02,21,Marshall,I wish we could have that wedding.
02,21,Ted,So do it.
02,21,Marshall,What?
02,21,Ted,"Get married now. Right here. Look, it's outside like you always wanted. Intimate, close friends. There's no guitar, but it's pretty close. Barney can officiate."
02,21,Barney,"Yes. Yes, I can. Uh, excuse me, guys. You all dropped something: your jaws-- because Barney Stinson is about to aid and abet a marriage."
02,21,Marshall,"Could we even do that? I mean, what about all those people in there?"
02,21,Robin,"Do that one, too. And then when everything goes wrong, you won't care because you already had the real wedding out here."
02,21,Marshall,"What do you think, baby?"
02,21,Lily,I love it.
02,21,Marshall,"Me, too. Let's do it. Let's get married before we get married."
02,21,Lily,"Great. Wait, hold on. Excuse me, sir. Could we borrow your hat?"
02,21,Lily,Thank you.
02,21,Marshall,Hat. We thought of authentic Native American headdress before we thought of hat.
02,21,Barney,"Thank you all for coming. For those of you who don't know me... I'm not the biggest believer in marriage. But... you two are so great together, you know? It's like you were, uh, made for each other."
02,21,Robin,He's gonna cry.
02,21,Barney,"No, I'm not. I'm not, I'm not, I'm not, I'm not, I'm not. Lily and Marshall... when everyone sees you, they... see true love. It's the best love... Can we just, um, move on to the rings or something?"
02,21,Marshall,"Oh, no. I don't have my vows."
02,21,Lily,I don't have mine either.
02,21,Ted,You don't need your vows. Just say why you love each other.
02,21,Marshall,"Okay, I'll go first. Lily, there are a million reasons why I love you. You make me laugh and you take care of me when I'm sick. You're sweet, caring and you even created an egg dish and named it after me. She puts a little Italian dressing in scrambled eggs before she cooks them. It's called ""Eggs Marshall,"" and it's awesome. But the main reason that I love you is that you're my best friend, Lily. You're, uh... you're the best friend I ever had. I'm sorry, buddy."
02,21,Ted,No problem.
02,21,Barney,It's totally okay.
02,21,Lily,"My turn. Oh, thank you. Marshall, I love you because you're funny and you make me feel loved and you make me feel safe and for our anniversary you gave me a sweatshirt that says, ""Lily and Marshall. Rockin' It Since '96."" I kinda wish I was wearing it right now 'cause it smells like you. But the main reason I love you, Marshall Ericksen, is you make me happy. You make me happy all the time."
02,21,Robin,"Hey, I found your panties!"
02,21,Lily,I'm good.
02,21,Barney,"Marshall, do you take Lily to be your wife to have and to hold from this day forward?"
02,21,Lily,Slow down.
02,21,Barney,I can't From this day forward so as long as you both shall live?
02,21,Marshall,I do.
02,21,Barney,"Lily, do you promise to take Marshall to be your husband to have and to hold... live?"
02,21,Lily,I do.
02,21,Barney,"Okay, then, by the power invested in me by the very bitter old Pakistani man who works down at the courthouse on Lafayette Street, I now pronounce you man and wife. You may kiss the bride."
02,21,Marshall,Did you smoke?
02,21,Lily,No.
02,21,Robin,Wow. First lie of marriage. That was fast.
02,21,Marshall,How do you feel?
02,21,Lily,Tired. I got married twice today.
02,21,Marshall,"So where do you want to do it for the first time as a married couple, nice hotel room or a reception hall bathroom?"
02,21,Lily,"What do you think? Bathroom, of course."
02,21,Ted,Please don't.
02,21,Lily,"ll and Lily: Sorry, Ted."
02,22,Lily,Does it make you kind of sad that we don't share the same last name?
02,22,Marshall,"You know, in a totally evolved 21st-century kind of way yeah, a little."
02,22,Lily,You know what we should do? We should come up with a whole new last name.
02,22,Marshall,"Oh, that's easy-- Lily and Marshall Skywalker."
02,22,Lily,Lily and Marshall Hasselhoff.
02,22,Marshall,I got it. You ready? You ready?
02,22,Lily,Yeah.
02,22,Marshall,"Lily and Marshall Awesome. Have you met the Awesomes? Marshall, Lily, their son, Totally and their daughter, Freakin'?"
02,22,Lily,"I love you, Mr. Awesome."
02,22,Marshall,"I love you, Mrs. Awesome."
02,22,Ted,So...
02,22,Robin,So...
02,22,Ted,Wedding's over.
02,22,Robin,"Yes, it is."
02,22,Ted,"I guess starting tomorrow, we can tell people."
02,22,Barney,Tell people what?
02,22,Robin,"Hi, Barney."
02,22,Barney,Tell people what?
02,22,Ted,"The food looks delicious, doesn't it?"
02,22,Barney,Tell people what?
02,22,Robin,Nothing.
02,22,Barney,"Oh, okay. Tell people what?"
02,22,Ted,Can we talk about this later?
02,22,Barney,Absolutely. Tell people what?
02,22,Robin,Hi. Have you met Barney?
02,22,Barney,"Hey. Barney Stinson. Lovely dress. I know, I'm sick of these things, too. It's like the same wedding over and over again. You're totally right. You want to dance? Great, see you out there. Tell people what?"
02,22,Ted,"Look, this is just not something we want to talk about right now, okay, Barney?"
02,22,Barney,Okay. (Barney leaves)
02,22,Ted,"Whoo, that was a close one."
02,22,Robin,Think he'll actually let it go?
02,22,Robin,Can I get a water please?
02,22,Barney,Tell people what?
02,22,Robin,"Oh, God! Okay. Look, we have some... news."
02,22,Ted,But we don't want to draw attention away from Lily and Marshall's big day.
02,22,Robin,So just forget about it until they leave for the honeymoon.
02,22,Barney,Fine.
02,22,Ted,"It's pretty big, though."
02,22,Barney,"Oh, my God, just tell me!"
02,22,Lily,"Oh, help us."
02,22,Robin,What's wrong?
02,22,Lily,"We're starving. We planned this amazing meal with the caterers, and we haven't had a bite of it."
02,22,Marshall,"Every time we get near the food, we get cocktail weiner blocked. We haven't eaten all day."
02,22,Robin,"All right, let's run some interference."
02,22,Ted,"Yeah, we'll get you back to your table. Come on."
02,22,Lily,"Thanks, Grammie, but we really need to..."
02,22,Marshall,And you look like a pepper-crusted rack of lamb with mint jelly.
02,22,Robin,"All right, let's get these two back to their table."
02,22,Robin,Conga line.
02,22,Lily,"Oh, yes, definitely."
02,22,Ted,"How about a slide show of you guys through the years set to Green Day's ""Time of Your Life"" and ending with your baby photos side by side."
02,22,Lily,"Oh, that's great. Going on the list."
02,22,Barney,What list?
02,22,Lily,Horrible wedding clichées we're not going to touch with a ten-foot limbo pole.
02,22,Barney,"Oh, like First Corinthians? That Bible verse? They do that at every wedding."
02,22,Robin,How's it go?
02,22,Marshall,"""Love is patient and kind. ""Love does not envy or boast. ""It is not arrogant or rude. ""Love does not insist on it's own way. ""It is not irritable or resentful. ""Love bears all things, ""believes all things, ""hopes all things... ""endures all things."""
02,22,Robin,Lame.
02,22,Lily,Going on the list.
02,22,Lily,We've done it. A wedding with zero clichées.
02,22,Ted,"Wait, isn't doing it in the reception hall bathroom kind of a clichée?"
02,22,Lily,"Well, okay, one clichée."
02,22,Marshall,"Well, technically two."
02,22,Lily,No! They cleared our plates again!
02,22,Marshall,"Pepper-crusted rack of lamb, where did you go? It's my wedding night. I was supposed to have my way with you."
02,22,Lily,"Well, you still have me."
02,22,Marshall,Yeah...
02,22,Barney,"Anyway, guys, we're kind of in the middle of something, so if you could go bicker or share a tense, sexless silence or whatever married people do somewhere else, that'd be great."
02,22,Lily,"No, Barney, this is my wedding, and I will sit wherever I damn well..."
02,22,Barney,Are those mini quiches? (Marshall and Lily run) Tell the secret.
02,22,Ted,"Okay, uh... it was our anniversary, so we went to this restaurant Carmichael's, which is where we went on our first date. Remember, the place where I stole the blue French horn for Robin?"
02,22,Barney,"Oh, right, that was you. I knew that was somebody I knew."
02,22,Ted,"What? Dude, you were there. That was like a big iconic moment in all of our lives."
02,22,Barney,Maybe in your life-- I got a lot of stuff going on.
02,22,Robin,"Okay, so we're sitting there and the waiter comes over..."
02,22,Robin,"Um, we didn't order champagne."
02,22,Ted,Wow. Thanks. Cheers.
02,22,Lily,Mini quiche. You're a mega-douche.
02,22,Barney,"Oh, that's right, they moved that table back toward the kitchen, because that's where they're setting up a surprise chocolate fountain. Oh, no, I gave it away.(Lily and Marshall leave) So what was in the glass?"
02,22,Ted,"Right. So the waiter comes up with two glasses of Dom. He says, ""Champagne?"" ""We didn't order any champagne."" ""Compliments of the house."" ""Wow."""
02,22,Barney,You said that already!
02,22,Robin,Is an engagement ring.
02,22,Barney,Don't get married.
02,22,Barney,"An engagement ring?No. No, no, no, no, no, no. Ted, you cannot do"
02,22,Ted,That's what she said.
02,22,Robin,"No, no, no, no, no. Ted, you cannot do this to me. No. No, no, no."
02,22,Ted,What are you talking about?
02,22,Robin,"This. This is what I'm talking about. What is this doing in my champagne? Oh, God, listen... I just got to get out of here."
02,22,Ted,That's not mine.
02,22,Robin,What?
02,22,Ted,That's not mine.
02,22,Robin,Then whose is it?
02,22,Robin,Wow. That was hilarious. I was like... what? Anyway.
02,22,Ted,What the hell was that?
02,22,Robin,What the hell was what?
02,22,Ted,That reaction?
02,22,Robin,I thought you were proposing to me.
02,22,Ted,Really? Because it sounded like you thought I was trying to set you on fire.
02,22,Robin,"Ted, you know how I feel about marriage."
02,22,Ted,Now more than ever.
02,22,Robin,"I'm sorry, were you planning on proposing tonight?"
02,22,Ted,No.
02,22,Robin,Then why is this an issue?
02,22,Ted,"Because even though you don't want to get married, I'd like to think the fact that we've been together for a year, and that we love each other might get me a gentler reaction than, ""No. No, no, no, no, no, no, no, no. ""Ted, you cannot do this to me. ""No. No, no, no."""
02,22,Robin,"Okay, you're right, I just... freaked out. I don't know why. I'm sorry. Can we please just let it go?"
02,22,Ted,No.
02,22,Marshall,"Hey, Stinson. Never lie to a man about a chocolate fountain."
02,22,Robin,So did you guys find anything to eat?
02,22,Lily,I had four strawberries.
02,22,Ted,Was there a side of champagne with each of the strawberries?
02,22,Marshall,"Lily, you could have burped or said the word ""Yes,"" but the fact that you did both is exactly why I married you."
02,22,Lily,"Oh, look, more strawberries!"
02,22,Barney,So what happened next?
02,22,Robin,"Ted, don't do this."
02,22,Ted,"No, seriously. Where do you see yourself in five years?"
02,22,Robin,Where do you see yourself?
02,22,Ted,"Honestly, in five years... I probably want to be married."
02,22,Robin,And I probably want to be in Argentina.
02,22,Ted,Argentina?
02,22,Robin,"Or Tokyo, or Paris. Look, Ted, I don't know where I'm going to be in five years. And I don't want to know. I want my life to be an adventure."
02,22,Ted,"We have an expiration date, don't we?"
02,22,Barney,"Oh, my God. You guys broke up. You guys broke up. I can't believe it."
02,22,Ted,Barney... story's not over.
02,22,Robin,Can we please not talk about this here. Can we go home?
02,22,Ted,"Yeah, of course. Uh, excuse me, I'm sorry about this. Can we actually..."
02,22,Ted,Wha... what?
02,22,Ted,Run!
02,22,Barney,Run? Your strategy was run?
02,22,Ted,It was a perfectly good idea. They didn't have our credit card information. They didn't know us from Adam. I stand by it.
02,22,Robin,Yeah? And how did that work out for you?
02,22,Ted,I don't see why they had to keep my credit card and driver's license till we bring the horn back.
02,22,Robin,"Well, come on, Ted, can you blame them?"
02,22,Ted,"Look, I'm sorry about the French horn. I want to make this right. So what we're going to do right now is, we're going to run!"
02,22,Ted,So... Argentina.
02,22,Robin,Argentina.
02,22,Ted,Why is this the first I've heard of Argentina?
02,22,Robin,"Mmm, American schools suck at geography. What would be the point in telling you that I want to live in Argentina? You don't want to live there."
02,22,Ted,I could want to live in Argentina.
02,22,Robin,"No, you couldn't. I mean, you life is here and your career. I'm a journalist, my career could take me anywhere, and I hope it does."
02,22,Ted,"Hey. I could be an architect anywhere, too. They have buildings in Argentina. And Paris. And even Tokyo. I don't know if you ever saw Godzilla, but he wasn't knocking down a bunch of tents."
02,22,Robin,"So, what? You're saying you want to move to Argentina?"
02,22,Ted,"Well, I always regretted not taking a year in college to live abroad. I just finished a big project at work. I got some money saved up. If ever there were a time in my life to do something like this, it's right now. Let's move to Argentina."
02,22,Robin,"Oh, shut up."
02,22,Ted,You're scared I might not be kidding.
02,22,Robin,Aren't you?
02,22,Ted,"Nope. Your move, Scherbatsky."
02,22,Robin,Okay. Let's do it-- let's move to Argentina.
02,22,Barney,"No es posible! Nobody moves to Argentina. The Argentinean peso has dropped two-thirds in five years, the government is opposed to free market reforms, and the railroad has been a mess since the breakup of Ferrocarriles Argentinos. I hooked up with an Argentinean exchange student in a Porta-John outside Yankee Stadium. Man, she was chatty."
02,22,Robin,Right? Right?
02,22,Barney,You caught the bouquet?
02,22,Ted,Barney. The story's not over yet.
02,22,Robin,"Wait, wait, wait, wait."
02,22,Ted,What?
02,22,Robin,I don't know if I can do this to you.
02,22,Ted,Do what?
02,22,Robin,"Well, you say you want to move to Argentina, but you want to have kids."
02,22,Ted,"Oh, right. 'Cause there are no kids there. On Santa's map of the world, there's a big black ""X"" over Argentina."
02,22,Robin,You know what I mean.
02,22,Ted,"No, I don't. Okay, say we had kids. They wouldn't have to grow up in some suburb somewhere. They would grow up on the road having adventures with us. Think of all the Hard Rock Cafe T-shirts they could collect."
02,22,Robin,"Ted, you know that kids were never a part of my plan. But if I was going to have someone's babies, I'd have your babies."
02,22,Barney,"That's when you run. Tell me you ran, Ted."
02,22,Robin,"Wait, wait, wait. We don't want to start having babies right this second. Do you have a...?"
02,22,Robin,"Well, we probably shouldn't."
02,22,Ted,Yeah.
02,22,Robin,Risk it?
02,22,Ted,Risk it.
02,22,Barney,No.
02,22,Barney,"No. Robin, you're not... No, say the story's not over."
02,22,Robin,"Come on, they're cutting the cake."
02,22,Barney,"Say the story's not over! Oh, God, this is the 12th most worried I've ever been that someone's pregnant."
02,22,Marshall,"Okay, Lily. I'm really hungry, so let's just, uh, aim for my mouth, okay? Besides, the smearing the cake thing's a clichée, remember?"
02,22,Lily,"No, it's going to be so funny."
02,22,Marshall,"Lily. Lily, just feed me the cake. Please, baby, I am so hungry. (Lily's so drunk that she falls)"
02,22,Lily,Whoopsy-daisy.
02,22,Marshall,"And she's okay. She's all right. That was funny. And it's time for the honeymoon. Guys, guys, guys. Thank you so much."
02,22,Lily,We love you. I love you.
02,22,Barney,"Getting married, having kids. It's all a mistake. It's a horrible, horrible mistake."
02,22,Ted,"All right, have fun in Scotland. If you see the Loch Ness Monster, tell him Ted Mosby says, ""What's up?"""
02,22,Marshall,"Nessie's a she, Ted, come on. Marshall and Lily leave."
02,22,Ted,"Hey, kiddo."
02,22,Ted,"The story's not over, Barney."
02,22,Ted,"Okay, time to get the horn back to the bistro."
02,22,Robin,"Oh, Ted, I don't know if I can go again. That tuckered me out."
02,22,Ted,Not a euphemism.
02,22,Robin,"Right. Okay, let me just go change, and we'll leave."
02,22,Ted,"Whoa, whoa, you get to change and I don't? Uh-uh. Solidarity, sister."
02,22,Robin,That is crazy. I have a change of clothes and you don't. Suck it up.
02,22,Ted,"Well, if we'd actually moved in together, all my stuff would be here, but we didn't, so..."
02,22,Robin,"Yeah. We were all talk, weren't we?"
02,22,Ted,"We're not doing this, are we?"
02,22,Robin,I don't want to have kids in Argentina.
02,22,Ted,And I don't want to have kids in Argentina.
02,22,Robin,So where does that leave us?
02,22,Ted,Well... we could stay together and... pretend this stuff doesn't matter. Or... we could give back the blue French horn.
02,22,Robin,You stole a blue French horn for me.
02,22,Ted,I would have stolen you a whole orchestra.
02,22,Barney,You did break up.
02,22,Ted,Yep.
02,22,Barney,You're not pregnant?
02,22,Robin,Nope.
02,22,Barney,An-And Marshall and Lily don't know?
02,22,Ted,"Well, afterwards, uh, we came by to tell you guys, but Lily was pretty stressed out, so..."
02,22,Robin,We decided not to say anything till after the wedding.
02,22,Barney,You guys okay?
02,22,Ted,"Well, it hasn't been the easiest two weeks of our lives, but..."
02,22,Robin,But we're okay.
02,22,Ted,The open bar helps.
02,22,Robin,Hi.
02,22,Ted,"Well, we knew this day would come eventually. Take care of her, little man."
02,22,Marshall,"This is by far the drunkest I've ever seen you. Uh, driver."
02,22,Marshall,"Ranjit!! Hey, can we make a stop before we head back to the hotel?"
02,22,Marshall,"Um, no, we actually had something else in mind."
02,22,Marshall,"Lily, go sit down."
02,22,Marshall,"Hi. Can we get a number one, please, with no pickles? And a number four with no onions."
02,22,Marshall,"No. But thank you. Actually, we just got married."
02,22,Marshall,Thank you.
02,22,Marshall,Yeah.
02,22,Marshall,My wife...
02,22,Barney,"I'm really sorry about you and Robin. I know I was always joking around about wanting you two to break up, but you were really good together."
02,22,Ted,"Yeah... we were. She just wasn't the one, you know?"
02,22,Barney,"The one. Oh, Ted, no. Do not tell me you're going to start searching for ""the one"" again. The only time I want to hear you saying ""the one"" is if it's followed by the word ""hundredth."" What up?"
02,22,Ted,"No, I need a break from all that, I... I just want to get out there and have fun for a while, you know?"
02,22,Barney,"Really? 'Cause... you know, you've been in a relationship for a year. You're going to... be a little rusty."
02,22,Ted,Yeah.
02,22,Barney,"I'm just saying... you're gonna need, need, need some help out there."
02,22,Ted,Could be.
02,22,Barney,Ted?
02,22,Ted,"Yes, Barney."
02,22,Barney,Do you think... Do you think maybe you might... need a wingman again?
02,22,Ted,I do.
02,22,Barney,"Yes! Yes! We're back. We are back. And Ted, my boy, it's going to be legend... Wait for it..."
03,01,Ted,I dont' know... Robin and I broke up two weeks ago. I'm... I'm not ready.
03,01,Barney,When will you be ready?
03,01,Barney,"Ted Mosby, suit up, 'cause here's the plan. There's a Miss Nassau County pageant. We'll pretend to be judges and, yes, our votes are for sale."
03,01,Ted,I'm not ready.
03,01,Barney,Finish line of a woman 10K. Salty girls on an endorphin high who just want to lie down. Yeah.
03,01,Ted,I'm not ready.
03,01,Barney,"Female acrobats from Montreal. Super flexible. We're going to get ""Cirque de So-Laid"". What up?"
03,01,Ted,"Barney, come on, we've covered this."
03,01,Lily,Robin!
03,01,Robin,"Hey, guys. I just got in last night. Um, uh, this is Gael."
03,01,Ted,"Okay, I'm ready."
03,01,Ted,"I just can't believe her. (He walks into the room with only his chin shaved) We have this totally amicable split, everything's cool. And she comes back from vacation with THAT guy? You know what she's doing? She's trying to win the breakup."
03,01,Lily,"What do you mean ""Win the breakup"", old timey inventor."
03,01,Marshall,"What our 21st president, Chester A. Arthur, is trying to say is that in every breakup there are winners and losers."
03,01,Lily,"It's not a competition. Now, your 80-day ballon race around the world, that was a competition."
03,01,Marshall,That's my wife.
03,01,Barney,"Of course it's a competition, Lil. How else do you explain... what's his name?"
03,01,Ted,"I'm sorry, Gayle?"
03,01,Barney,Kyle?
03,01,Marshall,Girl?
03,01,Robin,"It's pronounced ""guy-el""."
03,01,Ted,I'm sorry. So it's Gayle?
03,01,Ted,(With only a mustache now) What a jerk? I don't go to your stupid country and try to seduce woman with my sexy accent.
03,01,Barney,"That's a great point, Persian nightclub owner."
03,01,Ted,"And, oh, he is a masseuse."
03,01,Ted,"One time I used warm water to make a guy pee. Of course, I didn't make a career out of it."
03,01,Barney,"How? How would one do that exactly? Seriously, don't giggle. Tell me."
03,02,Ted,"So, beeing married, different? Not different?"
03,02,Marshall,"It's the same. Mostly, except I think I might be getting carpal tunnel. My hands keeps cramping up."
03,02,Barney,I think the whole point of getting married was that you didn't have to do that anymore.
03,02,Marshall,"No, it's from writing all the thank you notes. Mostly."
03,02,Lily,"Yeah. You're writing constantly. There's forms we have to sign, our death folders, thank you notes..."
03,02,Barney,Whoa. Whoa. What are death folders?
03,02,Lily,It's this thing they recommend you do in case one spouse died unexpectedly.
03,02,Marshall,It's all the information your spouse might need all in one convenient location.
03,02,Lily,"Yeah. Account info, important addresses, a letter to the other person, all that stuff. I'll get the next round."
03,02,Ted,Thanks.
03,02,Marshall,I am such a jerk.
03,02,Barney,"Yeah. Wait, why?"
03,02,Marshall,I didn't know that I was supposed to write a letter. All Lily's gonna find in that folder are a bunch of bank statements and a funny list of things to do with my ashes.
03,02,Ted,Marshall brownies.
03,02,Marshall,"Number six. Yeah. Oh, God, I am a bad husband. No, uh, no, I'll just write, I'll write Lily a letter tonight, everything'll be fine."
03,02,Barney,"That's right. Unless... you die between now and then. Ooh. But, come on, that's never gonna happen."
03,02,Ted,"Yes! There is one thing we can state with absolute certainly, it's that Marshall Eriksen is not going to die before writing that letter."
03,02,Barney,"No way at all. In fact, I dare God to smite down this perfectly healthy..."
03,02,Marshall,"Ha, ha, ha, ha, ha! I get it, okay, you guys know I'm a little superstitious, and you guys are trying to freak me out. Well, guess what? It didn't work. So, there."
03,02,Marshall,You guys are jerks!
03,02,Robin,"I was just so uptight in New York, you know? I mean, down here everybody shares everything. It's like we're all one big shimmering ball of positive energy. I wonder if anyone's ever thought that before."
03,02,Robin,A drum circle! They're different every time. Let's go watch!
03,02,Robin,And here I am at the drum circle.
03,02,Barney,"Whoa. Are you topless? Ted, check this out."
03,02,Ted,Seen 'em.
03,02,Lily,Wow. It seems like a great trip.
03,02,Robin,"Oh, it was. I feel like the Robin who left is not the same Robin who came back, you know."
03,02,Lily,Wow. There's a lot of nude people in here.
03,02,Barney,"You haven't changed, Scherbatsky. You're a sophisticated, scotch-swilling, cigar-smoking, red-meat-eating, gun-toting new yorker."
03,02,Lily,Just shoes and a shirt. That's a look.
03,02,Barney,"What you are not is a massage-giving, windsurfing, bongo-playing, teetotaling, vegan, peacenik, hippy like you soon to be ex-boyfriend, Gael. Back me up here, Ted."
03,02,Ted,I'm just happy Robin's happy.
03,02,Robin,Thank you.
03,02,Lily,"Man, this is like ""Where's Waldo"" of exposed genitalia. Except that it's really easy to find Waldo."
03,02,Robin,"I'm evolved, and I'm enjoying living my life a little bit closer to the way Gael and I did in Argentina."
03,02,Barney,"Please, vacation romances have an expiration date. Gael's got a ""Best if banged by"" sticker on him. Once your romance starts to stink, you'll dump his ass down the drain like sour milk and go back to being ""Unevolved Robin"", the one we actually like. Back me up here, Ted."
03,02,Ted,I'm just happy Robin's happy.
03,02,Barney,"I'm telling you, within three days..."
03,02,Lily,"Ooh, here he comes. Switched to big words."
03,02,Barney,"Within a triad of solar periods, you'll recognize your dearth of compatibility with your paramour and conclude your association."
03,02,Robin,My journey was transformative and I reassert my commitment to both the aforementioned paramour and the philosophies he espouses.[/b]
03,02,Barney,"This is all gonna returns to masticate you in the gluteals. Support my hypotehesis, Ted."
03,02,Ted,I'm just jubilant my former paramour's jubilant.
03,02,Barney,That guy...
03,02,Ted,Yeah. That guy. Look at how easy he has it.
03,02,Barney,"Well. You and me, we have to bend over backwards to get a woman to, well, bend over backwards. But that guy... every woman in the bar is hanging on his every slightly mispronounced word. And why?"
03,02,Ted,He's better looking than us.
03,02,Barney,No. Because he's from out of town.
03,02,Ted,Mmm.
03,02,Ted,"Yeah. Plus automatic out, you're leaving in a couple of days. God, I wish we were tourists."
03,02,Barney,Yeah. Actually... You know where I've been meaning to visit?
03,02,Ted,"Okay, okay. We're from a small town in the south of France. Our plane leaves sunday morning."
03,02,Barney,"(With southern accent) Uh, hey, uh, howdy, ladies. Hate to bother you. We seem to be a little bit lost. Would you happen to know which street the statue of liberty's on?"
03,02,Ted,Oh.
03,02,Barney,"Oh, it's right. And, thank you very... Uh, my name is, uh, Ignatius Peabody Nobel, from East Westerton, Missouri. And this is my friend... Ted."
03,02,Barney,"Hi, Colleen."
03,02,Barney,"Hi, Lindsay."
03,02,Ted,"So, hey, you-you ladies, been awful nice to us. What do you say... ah, never mind. No..."
03,02,Ted,"Well, it's just we're leaving sunday morning. It sure would be nice to have some real New Yorkers show us around."
03,02,Barney,Yeah.
03,02,Barney,Well. Hotdog! Should we... you want to just meet here in front of Mac... MacLaren's pub?
03,02,Ted,Really? It doesn't seem that lame to me.
03,02,Ted,I think it's cool.
03,02,Barney,All right.
03,02,Ted,(yelling)I'm just saying it seems like a kind of bar a lot of cool people would hang out there.
03,02,Barney,Okay. All right.
03,02,Lily,"So, Gael, huh?"
03,02,Robin,Mmm.
03,02,Lily,Still going strong?
03,02,Robin,"Yeah. It's great. Amazing, fantastic, awesome."
03,02,Lily,"Ooh, that's one too many. What's going on?"
03,02,Robin,"Well, now that I'm home, I'm finding myself getting annoyed at things that I loved on vacation."
03,02,Robin,"Oh, so good."
03,02,Robin,"Ooh sofa! Ooh sofa! Sofa, sofa, oh... ooh (she grunts)"
03,02,Robin,ack - Argentina - Gael/Robin]Robin: Ooh.
03,02,Robin,Ooh.
03,02,Robin,Laptop! Laptop! Laptop! (She sighs when the laptop fall over)
03,03,Ted,"e Ted: Kids, I know you think that you've heard every story from back before I met your mother. But there are some stories you tell and some stories you don't."
03,03,Ted,Oh my God. Barney...oh my God.
03,03,Barney,"Use your words, Ted."
03,03,Ted,"OK. Barney, I'm about to go for the belt."
03,03,Barney,The belt?
03,03,Ted,The belt.
03,03,Barney,But that's impossible. You were up here less than half an hour ago.
03,03,Marshall,"Yes, advantage Ericksen."
03,03,Barney,Don't get cocky. Wimbledon lasts a fortnight.
03,03,Marshall,"Fortnight. British words are so cool. Plus, did you know lawyers there get to wear wigs? I wear a wig to work, I'm a jackass."
03,03,Ted,"All right, I'm ready, let's hit it."
03,03,Marshall,Can't go. Tournament.
03,03,Ted,"What? We agreed, I suited up."
03,03,Barney,You take too long to get ready
03,03,Ted,"What are you talking about? I got the low-maintenance, just-rolled-out-of-bed look."
03,03,Marshall,"Yeah, which takes an hour and a half of waxing, tugging and teasing to achieve."
03,03,Barney,And then he starts on his hair. Ace.
03,03,Ted,"Ha ha ha ha. Look, are we going or not?"
03,03,Barney,"Just go without us, we'll be there in five minutes."
03,03,Ted,Really?
03,03,Marshall,rshall: Yes.
03,03,Ted,"All right, going down to the bar and ordering three beers, I'll see you in five minutes."
03,03,Ted,"(holding up appropriate number of fingers) 3 beers, 5 minutes."
03,03,Robin,Thanks for lending me these boots. Where did you get them from?
03,03,Lily,"Oh, this store in the Village had one of those crazy sales. It was a footwear feeding frenzy."
03,03,Lily,I saw it first.
03,03,Lily,"You just made the list, bitch."
03,03,Barney,"So many questions. Firstly, what do you think would happen if a guy walked into that store wearing a suit of boots?"
03,03,Lily,"You look fantastic in them, Robin. But don't you think they're a little high for that dress?"
03,03,Robin,"Oh, that's the point. It's to hide the point that I haven't shaved my legs. I've begun a strict no-shave policy for the first three dates. It's all about self-control. If I don't shave, I must behave."
03,03,Barney,"FYI, it doesn't matter, baby. Guys just wanna get on the green. They don't mind going through the rough."
03,03,Marshall,Shekwakie.
03,03,Barney,Stinson.
03,03,Ted,"All right, the beers are here."
03,03,Barney,"Yeah, we're not gonna make it."
03,03,Ted,"Oh come on, we agreed...Did Marshall take his pants off?"
03,03,Barney,"Yeah, pants are off."
03,03,Marshall,"This is Wimbledon, Ted. I need the freedom and mobility that only underwear can provide. Cheerio."
03,03,Ted,"Fine, I don't need friends. I got you guys. You guys are my friends, my cold refreshing friends. I'm talking to beer."
03,03,Ted,"Trudy. Oh my God, I haven't seen you since..."
03,03,Ted,That was you? Kidding. I was super wasted... that night. These are not all for me.
03,03,Ted,"No, I was gonna call you but I was so embarrassed."
03,03,Ted,"Those were yours? I thought they felt kinda tight. Kidding, I don't wear underwear, ladies underwear. Often. Again, I'm kidding."
03,03,Ted,"I know, do you wanna get a..."
03,03,Ted,"Let me guess, you guys met in prison."
03,03,Ted,"Well, beers, what do you want to do? Stay here, or I know this other place called my belly."
03,03,Ted,"Oh, that's cool, I was gonna get outta here anyway, I'm really tired."
03,03,Ted,Tired of people who fold early 'cause I am wide awake.
03,03,Ted,"OK, guys, be cool."
03,03,Marshall,"Kazouwee. Vanquished, old bean."
